source,target
453187528,254150573
36041325,160520654
471276575,465601948
333156814,494965618
39538382,222115677
344133220,557240504
146553153,133750374
163209102,25119461
42735014,69883601
312260701,360739698
390860892,9842240
453895363,35865492
163209102,121128920
358528631,300113224
430788636,493529972
11582761,20913625
173860653,221853012
428113258,336716302
390860892,102817976
169624922,566394913
220463923,157585260
13588275,9124948
418495890,313140681
611408859,569189119
3346542,213730895
4408195,151577506
728776785,819530813
240352641,565283640
228741614,216482210
379290263,211401
690736214,590700843
257465738,329579755
290800603,135165576
414176127,379225177
7894249,87885973
34381710,11431835
42735014,319003518
3346542,549391313
278189097,196315695
243386830,670161636
852669061,556200104
430788636,411319368
390860892,110839482
241514576,52491269
181226986,259767419
257004484,805593990
378015876,178279255
181899699,4015949
268713514,159189364
401671432,194128835
456925212,169584100
180177459,105511427
406806074,258498002
240352641,183375196
406806074,649002080
549033684,216116994
333156814,319593237
344924333,214418872
246392839,525124942
244704883,231692282
430788636,251136810
183406465,264340451
154746387,293986890
146553153,156035091
390860892,66886218
662741463,223075225
456925212,399299412
195438755,295625960
390860892,174359501
322319926,290882463
241514576,1935627
290007128,862764461
178786625,510865195
252606151,431068496
1841900,2707686
335892490,157483747
294580850,322938013
427076362,15022016
547782928,285023416
662741463,320570982
420893527,270777182
406806074,361232793
415644346,203728759
275013962,332211804
260771135,197476528
172653463,63757377
290800603,354800729
257066830,160348306
426246715,216127057
178786625,321755086
173860653,509502191
11582761,51235713
863599971,93133114
225492573,180916539
402236678,11332185
420893527,21929187
547782928,206652316
342659670,173389947
549033684,488190923
569125867,202607185
205783486,496141419
294291839,706468802
299908306,25069494
255366094,169304458
1841900,8546862
321776183,247795007
461111565,195804187
246422438,259197917
166627739,5967820
244704883,266913939
549033684,621967702
42735014,187233900
852669061,785558849
219057303,219305476
88785305,148526781
456925212,230226130
456925212,384412868
427076362,147429385
401629439,390435245
401629439,368993545
390860892,18239724
189952272,282251933
137037837,191801790
11272266,3005220
273881727,599202325
415644346,591377479
181379424,276423908
39538382,1830290
420893527,267412556
390860892,157390600
195438755,311034067
662741463,93275159
662741463,241191495
342659670,433964239
223871138,5339610
181899699,199647174
11582761,102350691
427076362,5309996
255366094,208919799
13588275,8786019
169624922,313800061
189952272,225245191
181379424,311499630
319628783,516753020
2762541,301302272
296485275,542105526
419054284,133831116
662741463,164577192
335139497,141343835
281095868,683942121
146553153,66842911
275013962,254338213
480978443,760682700
1756709,1915583
257004484,51040071
498156621,73433562
119799833,1165695
852669061,774302087
195438755,134245591
333156814,765794514
255458851,63065265
852669061,139695272
257465738,353371441
615031958,574222664
427076362,20523873
257004484,699035723
166627739,69556082
163732075,229357559
230296613,273092043
427076362,79429964
190936664,240362396
299908306,302933954
335139497,256716020
93511481,575614176
241514576,86367220
420893527,151784127
357795422,425697326
321776183,486212692
852669061,618723308
265134445,431301922
268459147,144417424
166627739,328592398
731564795,662729555
41501022,250403707
34381710,555619962
381144370,377218269
390860892,165216266
430788636,303991483
401629439,223638550
247910399,544934099
258611275,232811321
456494191,185167165
497573070,546799941
355326012,379495854
447582384,519921963
207634257,242454944
569125867,311095084
390860892,40979371
214654198,332793167
332923459,322887364
257465738,312310421
319986306,400352414
662741463,81887067
271057290,214204764
13588275,3977674
173860653,353738444
549033684,369214433
1841900,22018547
379290263,15909418
205420949,10184026
430788636,419676396
42589261,262182779
420893527,311246062
508522179,208480614
119447546,226375642
224734599,574469146
5856094,20446665
655632263,752802854
547782928,297499896
690736214,67147001
11582761,500858450
244704883,264479471
547782928,241685622
427076362,175708312
662741463,179786076
852669061,443908490
112082607,256879490
244704883,294432347
619577615,819849872
547782928,286652079
210780562,222088413
299908306,310547215
343048272,2249299
171332234,212553505
540304869,513897454
294291839,431575141
569125867,1665276
335892490,195142181
323705571,449886902
205420949,412894272
293967302,267936341
611408859,199987198
7894249,140797480
236690140,515920055
863599971,167542992
201479675,389305316
456494191,110633259
146553153,108668369
156110357,112754572
316470083,180335605
13588275,3611308
11582761,383317840
255366094,146479979
611408859,223592330
94867644,391027138
259551635,352674820
333055487,237131950
381144370,153314509
112082607,171332234
323705571,357617697
190936664,210943915
576290948,550739404
285058343,493573974
290800603,3715615
569125867,181626994
257004484,51613312
358528631,414468809
241514576,350179614
94867644,534978333
576290948,770776386
181899699,123638542
4408195,382065445
39558506,334337411
257465738,324030652
430788636,376178412
453187528,308288751
428113258,174053827
343048272,250434415
401629439,284397118
690736214,90917666
244704883,148216137
228875108,168717823
334025696,330783450
321389011,140798514
179904917,353922720
244704883,102073427
260771135,265117585
42735014,243897070
171332234,61620734
456925212,218363323
390860892,25652152
3346542,385274620
248652763,239094363
19616909,445418532
357795422,563832139
456494191,398684617
427076362,41382159
318768118,212397580
146553153,22860413
427076362,137665500
180398332,557326963
181899699,12713492
402236678,20437973
195438755,322418402
662741463,150257473
471276575,9296970
299908306,125010217
461547882,318084140
662741463,236566321
191228642,147173019
655632263,559787121
181899699,25464041
299908306,307289678
547782928,179580438
471276575,390168330
146553153,9385158
241514576,516705273
189952272,327190579
81789098,5713725
1756709,513069539
243386830,250830306
56623902,276425717
317264818,233409772
420893527,349857472
242047333,167973732
11582761,250258814
58314538,20069942
348609170,256129250
340121125,154746387
453187528,235860183
662741463,380031229
281095868,154678823
547782928,316723266
427076362,33217214
419054284,575628000
461111565,8917190
471276575,30546213
401629439,147108168
146553153,113918975
426246715,207151501
401629439,156176907
318768118,604679126
576290948,92839803
427076362,146126071
414176127,254876176
343048272,134081280
456854436,274504486
390860892,156693144
500581964,566535402
5856094,47075534
456494191,181711828
348609170,403801101
299908306,240489491
420893527,13843520
420893527,284527018
255458851,222453777
569125867,341132231
5856094,51637434
94867644,566567898
146553153,129693798
480978443,755375049
427076362,54427611
569125867,390682869
195438755,307022940
662741463,177429650
230296613,234878518
488243736,146553153
540304869,516663524
281095868,254709184
569125867,249765747
257465738,172235429
335892490,18063071
428113258,216859348
248652763,137484310
11582761,322029309
163209102,297904353
342659670,47118966
3346542,166603828
427076362,138470394
401629439,256571674
420893527,275881479
14204987,234115880
5856094,714353
58314538,125113750
406806074,597547799
569125867,285744190
244704883,221548312
146553153,27263359
39558506,1080041038
112082607,519926372
420893527,165174900
420893527,157953482
426246715,204367419
282677928,316254994
420893527,214090283
505117799,184617075
390860892,105580289
34381710,45774451
358528631,522844976
434667617,736836582
14204987,3357068
547782928,293529575
240352641,122952849
348609170,320495319
290800603,2410528
166627739,156525475
268713514,277158679
539798041,504455637
257465738,297982676
401629439,362340538
360766380,240878652
257004484,455919441
80671383,213804342
195438755,137453572
852669061,379446180
461547882,338645563
430788636,468980752
611408859,239773951
505117799,307659192
315110195,367337269
7894249,76870102
299908306,347471494
224734599,368216390
662741463,259562025
281095868,567417013
5856094,3127076
186647023,3878425
241172942,43840877
428113258,392763441
852669061,670685222
508522179,284201271
257465738,351466725
13588275,8184243
250304008,498919581
281095868,450620707
4194706,484788781
456494191,293878154
7894249,366084531
342659670,363415048
260771135,456092466
36041325,215859302
466889037,64437177
190936664,290413202
379290263,236774438
36041325,152462587
195438755,25928730
181899699,194303523
480167492,449895224
480719713,484569301
180398332,432900457
205420949,161375513
461111565,110638951
408717937,340636111
549033684,746519797
427076362,17230149
236690140,318768118
401629439,274172610
81789098,34300037
39558506,559888895
3408568,83284627
267407970,40772988
36041325,474276578
526134748,333129197
290007128,528255494
453895363,43246539
244704883,155590792
256262373,662741463
456854436,509925684
257066830,87154202
11582761,26215348
384409125,307914628
465506973,361191013
455209110,286970966
69181460,34387302
540304869,249919316
608445872,604376360
248652763,419054284
25891559,1034759289
146553153,4831260
326107639,94925611
257465738,315273917
257386414,276949572
255366094,504035930
428113258,365584661
456925212,155442372
480719713,508942441
246392839,474169943
852669061,275072903
240443780,230423631
112082607,335480259
339019684,225381418
300287042,157100817
334025696,471922402
447582384,605912716
428113258,7764253
219305476,708520376
80671383,168405049
260771135,842394057
1756709,97256796
3408568,188876199
569125867,6378803
181899699,2650784
335892490,524525757
615031958,830636674
611408859,526337051
7894249,33530885
380633195,194108119
36041325,156110357
326107639,1199505
401629439,403324402
166627739,215276345
222659660,409522190
135883377,144728302
222659660,315121633
2762541,579294118
662741463,167339855
428113258,270079127
236690140,170011961
465506973,449232067
299908306,161725824
5856094,49478621
420893527,115531241
244704883,165518413
42589261,746337743
461111565,134535953
690736214,551246904
390860892,134646822
415644346,229234102
1756709,506766
228875108,342054158
186647023,8584650
3346542,202402109
163209102,544658045
282107618,341873722
238384014,159825703
260771135,322908176
199891666,128946116
346494351,237215794
222659660,337563344
346170864,254311355
146553153,1202551
195438755,11294860
390860892,135640067
9030558,212220159
409028012,558109399
268459147,498688214
11582761,18163908
569125867,295929291
124487696,339748361
611408859,501456416
430788636,433695821
343048272,449529865
236690140,194588057
471276575,324114756
611408859,499725283
456494191,134539336
217885729,195155304
94867644,120341656
94924203,7679488
7894249,248072239
549033684,229450372
430788636,435569156
257386414,241102272
236690140,487664621
346170864,216044916
456494191,506045444
655632263,473256045
248652763,93235419
360766380,222038912
5856094,22808759
475063255,642837549
316470083,286314540
257673049,821914276
146553153,32123008
171332234,184646612
228875108,205773595
11582761,258156992
335892490,1539464
418495890,382002692
471276575,288601392
257465738,245025346
342659670,205640220
39558506,71506
1841900,210941704
208698330,346909186
181899699,44040210
256262373,403147397
547782928,237139376
146553153,194514
185314822,649076083
359137361,4054820
300287042,273138727
257465738,201348997
390860892,103289796
569125867,279830331
166627739,133579465
419054284,335844987
146553153,21023940
80671383,296471112
237403943,356732950
257465738,326347134
549033684,583309745
355467757,211240079
381144370,317661570
236690140,578374642
13588275,8310743
401629439,306524117
381144370,357192453
181899699,19952174
420893527,305958895
420893527,382921739
241514576,3999061
181226986,263714337
11582761,659709883
333156814,572168979
540304869,36848931
25891559,77809780
207634257,198598409
268713514,528574944
282677928,321595937
13588275,46139540
401629439,364547085
222659660,398534317
39538382,25054053
246422438,457244687
240352641,190068773
323705571,601117048
94867644,491545908
456925212,241209335
662741463,241745277
576290948,296093901
7894249,2968231
355467757,230090504
11582761,3710013
427076362,6012046
662741463,182388012
611408859,607754869
852669061,566630902
555746062,317123027
558255592,656147952
547782928,159790918
275013962,241967537
390860892,177726225
428113258,160471272
320182139,38039610
261723359,204191219
13588275,8231091
430788636,391633180
210930165,339677280
569125867,412292761
852669061,579629669
36041325,131109264
510323427,216236622
303690604,325447301
256262373,287548365
480978443,383814929
257465738,348895934
244704883,432581041
500581964,616912118
11582761,190029274
42735014,48051269
4194706,163209102
320182139,163950267
311816782,257359010
343048272,291567223
246422438,550385606
386937989,488243736
343048272,494153660
199891666,445523919
257465738,287714329
246484756,208480614
344133220,257184812
244704883,355396343
146553153,69663831
42589261,246074882
166627739,187035890
390860892,80454095
36041325,470093852
180398332,169024602
146553153,1183116
569125867,370744731
299212322,52086678
181226986,83313017
390860892,7102135
290659920,292350610
277019335,206451211
181899699,54768269
471276575,33159558
420893527,325397353
124487696,219057303
7894249,25939531
852669061,661000452
456494191,195447222
357795422,461739531
3346542,758418466
222659660,194257366
381144370,419208349
426240389,510000311
299197852,509181700
11425284,120092679
36041325,506136805
166627739,9373740
273881727,491230598
287048125,200419050
162273052,220085737
471276575,137999337
456925212,216539145
180398332,668588584
576290948,638374335
547782928,351408007
415644346,166608591
461547882,524990464
124487696,357425029
217885729,156288886
229956624,88785305
366642900,378015876
299908306,302325038
4408195,207134601
498156621,315206399
342659670,228632541
576290948,364138397
381144370,387054268
453187528,399182992
282343851,177667738
181899699,151174914
69181460,629704312
463995635,285254633
390860892,3024912
246422438,182237171
381144370,145337167
207383715,332923459
547782928,219924030
14204987,61003847
456494191,471173564
662741463,281803789
5856094,54325438
426240389,166697398
194971345,415095708
7894249,1961617
146553153,147498389
59245310,5407490
351323514,237696076
402236678,507835495
222659660,17682018
596640363,546813059
240352641,512330018
283605975,344425366
401629439,139993278
145015907,328253146
390860892,5598012
257465738,352044585
257386414,166187558
244704883,16578711
34381710,275027156
480719713,463917866
333055487,415483668
662741463,193451780
335139497,355476546
259551635,207227130
552761297,541452414
181379424,866698936
343048272,319816753
228875108,497561287
401629439,268944074
282677928,549837596
173860653,176920896
257465738,350568436
5856094,5256094
5856094,16120476
158753348,172468154
183406465,86388342
662741463,64691831
281095868,267510850
185004220,280655477
471276575,216681905
146553153,55642235
180398332,537934092
390860892,132743716
333156814,287433228
558255592,721988210
353361625,77650028
7894249,8165199
36041325,182400297
180398332,736529374
321776183,896815749
257465738,222440359
342659670,271436989
852669061,538957459
178786625,17892320
299908306,334893943
456925212,222888662
299908306,283663850
333156814,88322612
267407970,585384128
471276575,231898815
240352641,136469772
348609170,152048892
390860892,153357354
244704883,1914371
228128499,201591367
547782928,303526138
5856094,38281889
277019335,293797306
13588275,17358087
181899699,204669835
246422438,390215343
7894249,189394044
229814797,640334321
135883377,31945408
180177459,368620811
381144370,190669453
42735014,121458453
35487274,223813455
428113258,171519898
273881727,321233387
517996939,66268607
13588275,13551013
2762541,235710183
2884051,1887856
181899699,11030256
13588275,50683428
335892490,670163522
7894249,18688879
420893527,234207624
36041325,604437806
476316220,476329359
69181460,138586459
381144370,275556863
11582761,30530429
183406465,168768585
42735014,55782841
420893527,189015930
480978443,205127990
456925212,178478158
54854546,144592593
430788636,290805390
181899699,23755141
852669061,743763089
5856094,8020741
242149525,10737239
180398332,380744451
2883590,6884289
690736214,377350298
190936664,179435213
619577615,697903421
381144370,339608781
427076362,31111478
611408859,432824399
852669061,685331176
428113258,59411829
333156814,879300268
41501022,11923073
5856094,46758675
355326012,537186525
430788636,471337853
241514576,185848882
269092411,219057303
662741463,232862555
191601364,404649668
360766380,114104982
333156814,268875746
428113258,240260053
5856094,12109186
402236678,69944024
1841900,2894378
300287042,313610803
241514576,601769950
244704883,219886634
420893527,53070726
260771135,617429858
611408859,241306023
180398332,577931477
207634257,4832119
5856094,4275494
5856094,26890764
183406465,340362029
852669061,11855097
480719713,136194659
5856094,2183338
852669061,614278434
95176713,589352541
257465738,307094506
415644346,212397580
252606151,162454824
569125867,256106327
326107639,7697616
426240389,488243736
378015876,157918242
334025696,538329648
244704883,180162944
135883377,1230753
255366094,1044586785
401629439,385705080
214654198,231136217
281095868,538184362
282343851,2201263
471276575,248362344
547782928,280771512
11582761,194499926
428113258,314354357
401629439,414110531
240352641,277318814
614288838,528989563
333156814,743719470
181899699,58209863
256262373,626425140
80671383,241434271
303690604,199275220
5856094,27400755
344133220,489993527
1841900,33496041
401629439,322405305
547782928,194846668
268459147,353997497
401629439,406915127
381144370,422946456
14204987,9955315
5856094,8667218
428113258,301182031
273881727,561918210
549033684,441084316
456494191,80883477
112082607,327488312
287048125,236060337
569125867,214932152
11582761,758227908
240352641,58355802
655632263,282045030
456854436,559637911
569125867,243653364
690736214,618759827
471276575,162811705
240352641,469373195
9030558,365412741
299908306,288751046
333156814,741373030
390860892,28433339
465506973,92897046
430788636,561887497
549033684,454154009
5856094,24706124
521929435,519297788
146553153,136316099
181899699,95407138
552761297,691668131
334025696,149203169
662741463,147832056
137037837,455209110
299212322,326618755
340121125,543562586
321776183,317517486
326369514,637357685
390860892,167303917
318768118,281906068
384409125,464213982
662741463,236265490
93511481,628800240
662741463,175650897
244704883,336107902
261018442,83073368
296485275,774083471
246392839,556249729
456925212,167790531
39577684,116928146
146553153,47677026
267609629,220773564
381144370,378445428
456925212,288562127
549033684,411677244
401629439,177178607
390860892,45488121
255458851,847206695
1756709,167192241
13588275,21381835
427076362,49077170
418495890,249408371
335139497,442405670
271057290,251915901
35487274,376311102
112082607,217807758
58720759,11661263
471276575,495210130
41501022,614426225
230296613,160447570
23810143,94048985
58314538,295923296
547782928,112407794
456925212,243609202
236690140,291209579
547782928,226193358
277019335,84267602
420893527,363738427
401629439,269854797
300287042,257066830
547782928,240368728
335892490,270423375
275013962,8407704
9030558,164629786
210930165,131414866
282755017,234869488
430788636,439863029
290007128,545053821
41501022,612347251
427076362,66695931
516146289,322902024
285999829,165488380
558255592,269636428
315110195,99191010
1756709,18003085
135883377,73804719
166627739,112672136
390860892,3085665
119799833,2081899
381144370,151981050
265134445,522385026
137037837,249919316
384409125,258372691
401629439,424158073
13588275,9802546
13588275,19438647
4408195,215090873
3346542,355960870
480719713,265902054
195035255,304398260
229814797,226613384
611408859,331776365
406806074,396120465
390860892,8872813
852669061,473547516
357795422,519247141
453187528,299679163
662741463,183489395
171332234,213496983
240352641,215375080
180398332,452701150
13588275,33156427
257004484,24109110
420216858,480439886
419054284,7876921
335892490,135725700
320182139,393740937
390860892,70148675
415644346,153226869
137363946,270731354
358528631,573148082
3346542,706799352
228128499,580149953
36041325,29292848
424935755,133931857
242047333,362020434
244704883,206420991
375483829,247187775
547782928,253333105
320182139,290623565
256262373,168636011
257332093,550869771
547782928,250963684
852669061,619727003
42735014,178906196
246392839,457376536
119447546,364008091
394675717,326380192
547782928,235289534
247910399,214910202
265134445,482791056
183406465,711375247
13588275,11831615
229956624,386937119
299908306,288476627
195438755,492825932
146553153,6217560
23810143,545637191
146553153,12010774
13588275,6792877
207634257,663573468
259551635,127734114
267407970,182558393
228128499,229973813
159004480,221759149
347865855,572440179
210930165,297792980
549033684,401079791
232094840,459162579
1756709,72994103
863599971,8794655
255366094,172348094
244704883,77803594
569125867,267258659
456925212,337699527
180398332,108064290
119447546,668300961
7894249,9539041
183406465,387453958
549033684,459373608
207383715,284738287
414176127,337752643
154234177,442307638
466878925,244704883
333055487,194010082
201479675,113209526
1756709,133393258
181379424,152461009
390860892,17692074
244704883,164167503
619577615,818229162
569125867,192207996
255458851,484240623
569125867,230800695
381144370,248982494
428113258,234694385
172653463,171996099
420893527,363431928
267407970,34304388
166627739,23274317
299908306,338508559
299197852,559914796
463995635,195195521
420893527,165181804
558255592,752145091
220463923,162752945
183406465,1870120
240352641,74846768
171332234,324999007
319628783,261186573
690736214,610272518
426246715,215548400
49807699,5561258
334025696,620181538
401629439,198379018
498156621,386678397
547782928,142002843
154746387,275732451
190936664,293204188
258611275,275187877
80671383,28413954
661375959,180329806
427076362,20559450
258611275,455017192
552761297,660807354
320989644,380453890
13588275,1365492
319986306,271949146
194971345,407841299
466646163,253221382
428113258,349183447
290659920,789232232
257332093,331866653
569125867,83446028
257673049,230870980
539798041,284738287
4408195,101650280
384010484,515223567
146553153,6922131
428113258,249960290
5856094,7637436
171332234,323007524
329467758,189204706
9030558,246918968
401629439,155073841
420893527,308743652
282107618,377169290
690736214,181621572
852669061,511943488
201479675,93242365
391504204,107216742
344924333,559663290
145015907,230260742
506446286,793486610
549033684,409250965
269092411,433423651
378015876,52565788
313800061,449560844
259551635,171332234
690736214,118005686
257004484,170171872
414176127,94222074
381144370,277092505
250043232,224734599
662741463,228488095
480978443,220493844
549033684,548772663
390860892,4746758
7894249,549837596
300287042,382304622
420893527,169374305
390860892,156902467
112082607,483447338
265134445,162273052
13588275,19394271
281095868,719235168
335892490,267436150
112082607,570039867
390860892,47936820
390860892,152647229
558255592,549099454
384409125,398304570
611408859,16630498
401629439,378222588
19616909,325889773
182393059,315206399
124487696,301302272
619577615,450436034
11582761,41544828
466889037,140833497
257332093,181910912
299212322,454179096
178786625,2572216
290800603,571230487
180398332,54873534
257465738,320258082
5856094,27475040
456925212,239007732
5856094,3338359
80671383,136888671
344133220,471447080
401629439,403720653
16515456,745036
58314538,30294027
5856094,44764858
329467758,7894249
381144370,326512163
647849421,880018509
428113258,166135791
365531616,403740571
228128499,169449907
428113258,382523393
5856094,22752763
427076362,193343752
555746062,474024669
282107618,295198528
11272979,137683765
463995635,257350936
321776183,392510754
14204987,279085671
171332234,171398692
257673049,422646836
426240389,398348384
156110357,157830915
181899699,65454961
3346542,36609483
5856094,20757547
146553153,95822067
261723359,99468653
498940778,87621373
248652763,436042011
267609629,201878926
265134445,353361625
240352641,685681121
13588275,23074471
379290263,17423267
335139497,132900829
456925212,308621211
171332234,267753309
299212322,176546452
257004484,463389028
315110195,283072233
569125867,331768703
94924203,257762318
471276575,469706698
212397580,79005575
271476229,325868095
213402360,461167084
430788636,376940118
426246715,36754372
456925212,347327065
222659660,182126182
183406465,1125979
381144370,310810039
244704883,188543839
58314538,299740868
36041325,382870126
163209102,215214179
285058343,712873882
434667617,392321554
569125867,213547576
156110357,156813079
516146289,216460808
181899699,59272750
471276575,52226096
260771135,669101488
282343851,265346671
88785305,4664777
483131718,258848883
390860892,169504211
171332234,275436773
333055487,112000287
207634257,254215558
181899699,6821142
58314538,105195535
146553153,1890322
569125867,395011807
569125867,220028073
98306295,276081229
146553153,132929891
430788636,486342147
213402360,117890185
34381710,3850207
241514576,11400942
299908306,270970647
420893527,308280159
258611275,835850942
401629439,270533330
428113258,223619184
471276575,409061098
93511481,368280448
13588275,27570251
299908306,327723455
455209110,369562492
181899699,29894725
547782928,274875104
231211812,392378
7894249,270534036
366440124,407302778
420893527,359961799
146553153,44271570
390857534,161238896
547782928,214856920
299908306,54922137
181899699,3662505
166627739,69935020
281095868,671100438
569125867,314877494
549033684,561933043
3346542,208448835
166627739,211490780
316470083,403296115
166627739,224457117
258846989,587088207
608445872,324324528
3346542,180162955
282677928,712097120
480719713,278963347
443977902,214205952
94867644,642960461
479518999,332269694
569125867,291159930
9699944,4140753
319628783,52548181
348389525,296087631
728776785,137400209
547782928,222494772
180177459,555532350
240443780,35210564
238384014,1166817
420893527,30572856
567877525,314164747
256262373,188773137
257004484,279480880
273881727,322838508
146553153,6698480
244704883,61291209
257465738,316496433
236690140,196160374
244704883,431269140
456925212,326677427
80671383,17565063
5856094,6540111
471276575,186536547
333055487,355234506
213374483,20184865
252606151,272111999
480719713,512028493
307495639,352282810
430788636,378660915
25891559,504995937
285058343,312026985
662741463,85257849
244704883,456966778
414176127,355371380
146553153,6531337
290007128,697815177
428113258,364573542
171332234,77620721
384010484,521864067
224734599,387736224
427076362,4288517
547782928,313491857
36041325,700608317
498940778,434713348
237403943,194691800
241514576,375452019
171332234,11602984
475063255,8616999
366255679,368524784
281095868,286046189
381144370,424195547
246422438,160520654
13588275,13164651
181306939,373558208
281095868,576404791
299908306,327186913
465506973,150908044
6273964,428172513
569125867,55682224
456925212,263729576
549033684,619567364
13588275,41534639
549033684,210065316
11582761,334658441
42589261,94867644
317264818,319047479
3408568,146197129
3346542,135488718
453187528,243306765
6292023,12776485
222474080,229930093
401629439,280074987
453895363,400025171
401671432,489074904
260771135,236690503
342659670,76986238
171332234,190633284
207634257,305242158
566922501,449135717
453187528,180954623
299908306,348110246
244704883,58297755
34381710,356260868
185314822,615190097
208698330,154935831
124487696,245093821
236690140,199814560
427076362,565901
244704883,242969268
852669061,513239638
271476229,94867644
381144370,382766738
104196443,62198809
346170864,303617809
210930165,473955439
255366094,412107191
311816782,375037317
402236678,380980376
427076362,33204309
406806074,141021455
5856094,7199420
326107639,140310226
402236678,228012470
219057303,450121935
166627739,438006999
427076362,155497666
146553153,19202584
728776785,565470774
146553153,28290571
384409125,241780467
7894249,63482452
281095868,602893068
471276575,730455435
163209102,682275702
247910399,423511846
257004484,610968208
244704883,31843681
137037837,131972933
13588275,6805498
384409125,3119720
1841900,332668350
195438755,232506786
390860892,43581608
241514576,535659331
419054284,137585715
1841900,369790966
427076362,191776005
426246715,251895681
569125867,153810926
381144370,375336648
5856094,2151583
852669061,582537006
146553153,142150794
433848592,256807456
228061240,202604039
3346542,37704637
662741463,256262373
500581964,496069197
2762541,461204085
20447475,23849010
258611275,409343643
222659660,22860413
36041325,30186632
401629439,414091608
456494191,558531206
240352641,500012606
326107639,7708090
381144370,370040243
13588275,33528461
516146289,365046065
381144370,426128749
381144370,325103183
426240389,544997219
13588275,3340549
180398332,566881379
240443780,387070428
569125867,145149172
690736214,382142916
112082607,559453799
381144370,379695942
257332093,521881955
316470083,487664621
240352641,734866629
16515456,19263111
11582761,831528865
257004484,66481771
240352641,585164449
244704883,83713135
428113258,408285167
335892490,153651985
466889037,5365480
415644346,202914505
300919599,138615085
692322648,408756062
430788636,360917053
456494191,259904303
547782928,261287930
456925212,359954286
9030558,232036856
401629439,144437518
171332234,94571610
257465738,334163652
344133220,715828131
255366094,207005211
299908306,127114945
94924203,308753618
1756709,3234291
378015876,615302647
208698330,109272455
456854436,186498635
3346542,194046081
238384014,164706861
290659920,256698378
430788636,227921114
282343851,39538382
205420949,220400029
390860892,1686460
252606151,161918607
13588275,9012582
2762541,382721253
195438755,24087402
166627739,380879799
390860892,6306454
863599971,112716710
180177459,10865751
401629439,3098619
381144370,390290898
401629439,398734992
547782928,229788702
267407970,333703544
148111655,3379091
430788636,473069124
181899699,3535794
549033684,525863702
547782928,321884348
427076362,9331524
44826987,9119278
244704883,9417998
257673049,381905286
510323427,111473226
180398332,155627340
466878925,577632686
180398332,505075741
252606151,465021692
173774259,137188483
690736214,399421325
348759551,201111970
210930165,174960210
230230302,570672788
119447546,490498194
461547882,275146492
240352641,146172294
258611275,159952690
268459147,235146596
316470083,370599239
334025696,55620290
273881727,17607080
9300105,222185351
257386414,399967562
171332234,321496074
569125867,353485684
852669061,415605948
90696069,178010400
281095868,357252518
156590923,52911418
13588275,17127995
569125867,334536009
225492573,223213045
335892490,448000482
181899699,213105580
576290948,568195568
146553153,47940174
569125867,92216083
816054748,781019950
183406465,593527577
333156814,304796583
270288637,1721793
181226986,389898990
223871138,1392733
183406465,170791726
11582761,225758540
335892490,289384597
415644346,366642900
36041325,333163193
210930165,600962860
428113258,407607496
180177459,654236416
273881727,341226863
186647023,4453903
299197852,430718417
2762541,422050603
427076362,554305
36041325,169659848
282343851,345076821
401671432,221433131
219057303,203811740
244704883,446420816
852669061,603482783
390860892,70275687
358528631,186075588
244704883,55304464
661375959,412332716
145015907,310355461
173860653,11035599
257004484,186621308
300287042,179561703
4408195,102152034
19616909,167806299
7894249,11834478
428113258,378458091
333156814,306831718
244704883,457421
566922501,541542644
257673049,1422736
428113258,310219178
273881727,562908560
1841900,26630068
816054748,367485941
271476229,147501886
456925212,305310012
335139497,612795212
245514279,54912865
189952272,723083822
146553153,137532036
505117799,140989111
171332234,38102646
390860892,6163715
430788636,421621983
5856094,23239912
346494351,399529631
456854436,166529864
282343851,198824798
197700598,673865700
169624922,356222904
348609170,532072893
427076362,198737609
1841900,122088380
569125867,159225105
401629439,404601605
172653463,59971040
256262373,273857436
95176713,573335144
317264818,539989841
246392839,186269253
261723359,220933737
195438755,51167445
257004484,395933427
427076362,2306109
662741463,303364101
181306939,275859821
182393059,149183567
180177459,14179585
25891559,183270136
375483829,528441240
390860892,16809626
246422438,352323410
255366094,200835295
271057290,219336425
505117799,147170062
172653463,15469662
273881727,167444136
463995635,223585432
39538382,1947617
465506973,167304916
461111565,189642013
205420949,383494592
453187528,291151910
358528631,203305352
281095868,817697058
282677928,429838765
401629439,247004979
3346542,212938548
195438755,14812837
401629439,65022381
7894249,282251933
282677928,275010706
246422438,2936836
257066830,368053385
320182139,336295268
447582384,559320532
21233695,3637759
36041325,401504552
334025696,367968519
456854436,340305988
569125867,225221634
540304869,551615495
80671383,26719309
273881727,698046
194248798,172460793
426240389,292327521
505117799,201689235
569125867,58388053
244704883,147505239
456494191,174261343
619577615,810848392
282343851,568833199
257004484,390115622
420893527,356125117
547782928,134057394
420893527,339206471
430788636,472015638
244704883,165607254
244704883,295347616
728776785,716472487
381144370,308728544
466889037,72758669
430788636,356756958
146553153,8493212
94924203,309445170
662741463,200986040
381144370,283386213
569125867,39206725
252606151,363487721
42589261,162566608
852669061,528618324
569125867,335871192
257465738,168663294
576290948,671532997
181899699,163175207
163732075,488243736
1841900,345841375
281095868,119356209
171332234,261001565
299908306,332205142
299212322,265542767
552761297,408266465
257386414,304236604
5856094,53059848
282343851,282060540
181899699,51620968
260771135,384673098
401629439,326700040
401629439,272416976
299908306,38062097
335892490,331159800
